fid,dist,dtm,cond_1
4174.0,740.3945393632563,89.0,0.09679293032598052
4174.1,743.1546118259696,89.0,0.09778990043844679
4174.2,745.9146299418607,89.1,0.09789132929799206
4174.3,748.6747024046836,89.1,0.09873627184969776
4174.4,751.434720520578,89.1,0.09953387911166486
4174.5,754.1947929834009,89.2,0.09951328875050909
4174.6,756.954811099292,89.2,0.10027712328767391
4174.7,759.7148835621217,89.3,0.10019764246708453
4174.8,762.4749016780128,89.3,0.10080864108446612
4174.9,765.2349197939038,89.4,0.10070251055730871
4175.0,767.9949922567336,89.4,0.10121279409742753
4175.1,770.7568032567799,89.5,0.10094641525394994
4175.2,773.5186142568599,89.5,0.10155892675816182
4175.3,776.2804252567898,89.6,0.10126414945076262
4175.4,779.0422362568362,89.6,0.101860902504201
4175.5,781.8040472569162,89.7,0.10167610795140401
4175.6,784.5658582569625,89.8,0.10148191461745439
4175.7,787.3276692570425,89.8,0.10202873195134227
4175.8,790.0894802570889,89.9,0.10180670358695093
4175.9,792.8512912571352,89.9,0.10240195976440915
4176.0,795.6131022572152,90.0,0.10206095490798078
4176.1,798.404320629209,90.0,0.10254886929331833
4176.2,801.185579337079,90.0,0.10296570728427597
4176.3,803.9777111390167,90.1,0.10271769830154608
4176.4,806.7589698468868,90.1,0.1031628157307675
4176.5,809.5501882188805,90.1,0.10369987309924047
4176.6,812.3314469267506,90.1,0.10422609398201066
4176.7,815.1226652986284,90.1,0.10476335195787478
4176.8,817.9048407064679,90.2,0.10445746540685466
4176.9,820.6960590784616,90.2,0.10502960525988564
4177.0,823.4773177863317,90.2,0.10553388445341995
4177.1,826.3200277610222,90.2,0.10610077693861232
4177.2,829.1612422901015,90.1,0.10756560900958415
4177.3,832.0024568190657,90.1,0.1081326118681169
4177.4,834.8451667937304,90.1,0.10883074659960829
4177.5,837.6863813228098,90.1,0.10953705773612533
4177.6,840.5290912975003,90.0,0.11113004942851662
4177.7,843.3703058265796,90.0,0.11177946624580384
4177.8,846.2130158011291,90.0,0.1124947821475631
4177.9,849.0542303302085,89.9,0.11411022015369679
4178.0,851.896940304758,90.0,0.11387449228932224
4178.1,854.8191654844443,90.0,0.11440238291630372
4178.2,857.7334750080641,90.0,0.114934932652331
4178.3,860.647784531684,90.0,0.11532542404265896
4178.4,863.571908332168,90.0,0.11582534687249235
4178.5,866.486217855902,90.0,0.11626781978490695
4178.6,869.4103416563861,90.0,0.11666340390704699
4178.7,872.324651180006,90.0,0.11690417752353906
4178.8,875.2389607038048,90.0,0.1171754148465794
4178.9,878.1630845041104,90.0,0.11739873020239544
4179.0,881.0773940279092,90.1,0.11666768206152135
4179.1,884.0702187804754,90.1,0.11683991907625267
4179.2,887.0630435331175,90.1,0.11702174823347859
4179.3,890.0558682856837,90.1,0.11697453112467296
4179.4,893.0486930383257,90.2,0.11594739368886135
4179.5,896.0435720008948,90.2,0.11575084520713845
4179.6,899.0363967535368,90.2,0.11539202085284433
4179.7,902.029221506103,90.2,0.11496169213401732
4179.8,905.022046258745,90.2,0.11445251820945425
4179.9,908.0148710115011,90.2,0.11390275074374236
4180.0,911.0076957640673,90.1,0.11399910352233557
4180.1,914.0496852447409,90.2,0.11267190742066639
4180.2,917.0996852447073,90.2,0.11205162587078059
4180.3,920.1398497138996,90.2,0.11132128244525598
4180.4,923.1800141830919,90.2,0.11053213344885944
4180.5,926.2220036637655,90.2,0.10966354079515928
4180.6,929.2720036637319,90.2,0.1086508554517242
4180.7,932.3121681329242,90.2,0.10758807669964415
4180.8,935.3523326021165,90.2,0.10634640248480642
4180.9,938.39432208279,90.3,0.10417297576732006
4181.0,941.4443220827565,90.3,0.10264338517449226
4181.1,944.5019355312309,90.3,0.10138137645753038
4181.2,947.5681383946728,90.3,0.09991044833831805
4181.3,950.6356618256576,90.3,0.09849259266504141
4181.4,953.693275274132,90.3,0.0969876922891532
4181.5,956.7607987052322,90.3,0.09545747778783646
4181.6,959.8184121535912,90.3,0.09381174107163706
4181.7,962.8846150170332,90.2,0.09272091041811642
4181.8,965.9521384481334,90.2,0.09082138906432329
4181.9,969.0097518966078,90.2,0.08877149783317463
4182.0,972.0772753275926,90.2,0.08676854168506204
4182.1,975.1252254584366,90.2,0.0850389268791224
4182.2,978.1731755892806,90.2,0.0832767737537055
4182.3,981.2310997217386,90.3,0.08083570344508009
4182.4,984.2790498525826,90.3,0.07892868321501081
4182.5,987.3269999834266,90.3,0.07547514640382318
4182.6,990.3756882258883,90.3,0.07330566946684815
4182.7,993.4336123583954,90.4,0.07217465252560312
4182.8,996.4815624892394,90.4,0.07001706702710614
4182.9,999.5295126200346,90.5,0.06721000370808906
4183.0,1002.5774627508786,90.6,0.06447224045548539
4183.1,1005.5780626908823,90.8,0.05955600816193465
4183.2,1008.5788792464288,91.1,0.05786194208350405
4183.3,1011.5694811925083,91.4,0.054571497080028696
4183.4,1014.5702977480547,91.8,0.05103628697410054
4183.5,1017.560899694153,92.1,0.04813014332387774
4183.6,1020.5617162496777,92.5,0.04505249286968851
4183.7,1023.552318195776,92.8,0.04256430810202958
4183.8,1026.5531347513008,93.0,0.04048339025111437
4183.9,1029.543736697399,93.3,0.03818062690623582
4184.0,1032.5445532529238,93.4,0.03660842270625728
4184.1,1035.4645532529657,93.6,0.034941344587502685
4184.2,1038.3945532529006,93.8,0.033348422338927826
4184.3,1041.314570376179,93.9,0.032085686388726484
4184.4,1044.234570376221,94.0,0.030897471566157676
4184.5,1047.1645703761558,94.1,0.029692712900899088
4184.6,1050.0845703761977,94.2,0.028503321031774564
4184.7,1053.0145703761325,94.2,0.02758090489164082
4184.8,1055.9345703761744,94.2,0.026701047943433056
4184.9,1058.8545703762163,94.3,0.025628805580052774
4185.0,1061.7845703761511,94.3,0.024839416525590276
4185.1,1064.6146410467247,94.3,0.02400474995050166
4185.2,1067.4447117171753,94.3,0.023268203164543474
4185.3,1070.274729384922,94.4,0.022362504120273467
4185.4,1073.1048000554956,94.5,0.0215425959912587
4185.5,1075.9348177232423,94.6,0.020765978424561887
4185.6,1078.7648883936995,94.6,0.02018593653082113
4185.7,1081.5949060615626,94.7,0.01948748601144534
4185.8,1084.4249767320132,94.8,0.018808485427540177
4185.9,1087.2550474025868,94.8,0.018330653839599646
4186.0,1090.0850650703335,94.9,0.01777010035240102
