fid,cond_1,cond_2,cond_3,cond_4,cond_5,cond_6,cond_7,cond_8,cond_9,cond_10,cond_11,cond_12,cond_13,cond_14,cond_15,cond_16,cond_17,cond_18,cond_19
2322.0,0.009582468818136756,0.009395981260519744,0.009010132653783124,0.008521536185809492,0.00817375843823043,0.008394263178424302,0.010072498686648204,0.016251537132594245,0.04299421190056354,0.14603971850151484,0.16006497880393758,0.12210108135251134,0.10967606761842581,0.10173618390572155,0.08917703105858994,0.07757341105788963,0.0682806798918028,0.061001851665693226,0.05736353901193506
2322.1,0.009847900006587694,0.009641152116449447,0.009211757548027574,0.008662243491148192,0.008248462602950372,0.008406273868904687,0.010016278191034891,0.016065132380171925,0.04241240844103557,0.14556154949320743,0.15959081113222176,0.12241036065261766,0.11145434423701428,0.10432722578725095,0.09155464033641213,0.0794647118970339,0.06974339619588027,0.06216162478362673,0.058379693136125156
2322.2,0.010142711333191399,0.009909512312008375,0.009424598081876342,0.008800210370959892,0.008309569091789029,0.008399798332151754,0.009943778695322193,0.015880387854591966,0.041911565650977374,0.14516283289333226,0.15884151233601576,0.1221576493694296,0.11229806987766724,0.1058922773195247,0.09307249206872407,0.08068114659923094,0.07068035007685575,0.06290287657473366,0.059028687420863
2322.3,0.010155726394583007,0.009923352998379747,0.009439216206869376,0.008812035771902465,0.008311205654670872,0.008375674017005112,0.009865572584147941,0.015640142724615738,0.04104474724300374,0.1439917801273936,0.1584804850214813,0.12220253573326258,0.11314366816663464,0.10726302879215886,0.09430670116966695,0.08168794395114305,0.07143837850483994,0.06358910879595533,0.059609585626639566
2322.4,0.01043866401947314,0.010174420509501382,0.009625284720659781,0.008914466404157603,0.008333866994327638,0.008336151773712917,0.009777232053243849,0.015495642920416892,0.04082437673474126,0.14395734267147006,0.15798366917917786,0.12167764891595692,0.11262986311458292,0.10680719499194413,0.09394852380010581,0.08140978433574089,0.07122414284766045,0.06342119153817856,0.05946383888087747
2322.5,0.010692897248420999,0.010395244167227233,0.009779378701782387,0.008985524988029323,0.008329415301459912,0.008276385012969999,0.00967758583755468,0.015360754981051635,0.04072164139493781,0.1441874638492467,0.1577401200138132,0.12147382498446675,0.11250252680575283,0.10664858276612708,0.09376816515456336,0.0812547826933189,0.07110588270498941,0.06332836102791636,0.05938215638592361
2322.6,0.010677754460668765,0.01037469282231798,0.009747579279027514,0.008938821370061939,0.008266466787557462,0.008194022497569299,0.009560610064817829,0.015156026458737704,0.040275654194627364,0.14367675244025854,0.15761443049577598,0.12138583204305987,0.11242601188712996,0.10659436927170847,0.09371878813475305,0.08120753380776138,0.07106571880889895,0.06329522775367605,0.05935354541837381
2322.7,0.010953919193188673,0.010605126500719049,0.009889726013108722,0.008977140708201766,0.00821837685951932,0.008091464820874753,0.00943120376469407,0.015044245142123281,0.040494342635851485,0.14434016670227054,0.15761536996946757,0.12162233476213478,0.11266874710931307,0.1066198153524496,0.09362130150557471,0.08110869834476661,0.07099263245477436,0.06323661164106889,0.05929982790596629
2322.8,0.010927869078829523,0.010567336822128272,0.009829986939209319,0.008893009793754791,0.008114569866936953,0.007971694349690412,0.00928864604812977,0.014860378480393316,0.040355165909355215,0.14438127899752587,0.15753041880995053,0.12151751618475318,0.11249824057426044,0.10646431125353414,0.09349178430376297,0.08099896690878751,0.07090267748036366,0.06316311407235525,0.05923527453644216
2322.9,0.011160442634881189,0.010749893194403209,0.009919454480197211,0.008879454967993469,0.00802271950831731,0.00783684326074164,0.00913985343297155,0.014764028778456399,0.040836391257391684,0.14549911781081212,0.15747934242532685,0.12169724406796599,0.11270501280568465,0.10645572980345971,0.09335029725081252,0.08085852712841587,0.07079522213544313,0.06307598829731084,0.05915570626739738
